timestamp,frame,L_knee,R_knee,L_hip,R_hip
2026-05-25T19:53:18.102,2857,177.38,177.01,173.47,176.99
2026-05-25T19:53:18.217,2858,177.55,177.19,173.54,176.86
2026-05-25T19:53:18.325,2859,177.1,176.24,172.96,176.87
2026-05-25T19:53:18.417,2860,177.04,176.8,172.65,177.28
2026-05-25T19:53:18.548,2861,177.45,177.45,172.66,177.28
2026-05-25T19:53:18.645,2862,177.31,177.46,173.25,177.3
2026-05-25T19:53:18.765,2863,177.37,177.67,174.02,177.3
2026-05-25T19:53:18.900,2864,177.79,178.11,175.1,176.87
2026-05-25T19:53:19.297,2865,178.3,178.53,175.77,177.8
2026-05-25T19:53:19.439,2866,177.39,177.24,175.04,176.21
2026-05-25T19:53:19.557,2867,177.21,177.42,174.72,176.1
2026-05-25T19:53:19.677,2868,177.0,177.43,174.1,175.95
2026-05-25T19:53:20.066,2869,177.21,176.96,174.91,174.98
2026-05-25T19:53:20.794,2870,176.85,176.53,174.95,174.84
2026-05-25T19:53:20.893,2871,176.85,176.33,175.37,174.62
2026-05-25T19:53:21.016,2872,176.49,177.08,175.12,175.02
2026-05-25T19:53:21.138,2873,175.65,176.78,176.16,174.53
2026-05-25T19:53:21.252,2874,175.87,176.18,175.47,174.68
2026-05-25T19:53:21.372,2875,175.69,176.21,175.63,174.5
2026-05-25T19:53:21.474,2876,175.65,176.2,175.68,174.62
2026-05-25T19:53:21.573,2877,175.73,176.28,175.02,175.44
2026-05-25T19:53:21.675,2878,175.75,176.49,175.03,175.14
2026-05-25T19:53:21.791,2879,176.0,176.37,175.21,174.54
2026-05-25T19:53:21.908,2880,175.81,176.19,175.46,174.37
2026-05-25T19:53:22.014,2881,175.82,176.18,175.49,174.37
2026-05-25T19:53:22.123,2882,175.82,176.18,175.49,174.37
2026-05-25T19:53:22.223,2883,175.72,176.72,175.43,174.98
2026-05-25T19:53:22.354,2884,175.93,176.32,175.68,174.66
2026-05-25T19:53:22.618,2885,176.16,177.09,175.73,175.52
2026-05-25T19:53:22.816,2886,176.13,177.07,175.55,175.56
2026-05-25T19:53:22.937,2887,176.49,176.85,175.47,175.17
2026-05-25T19:53:23.043,2888,176.5,177.07,175.51,175.16
2026-05-25T19:53:23.142,2889,176.26,177.48,175.24,175.31
2026-05-25T19:53:23.254,2890,176.46,177.07,175.11,174.99
2026-05-25T19:53:23.360,2891,176.65,177.49,175.0,174.98
2026-05-25T19:53:23.474,2892,176.46,178.29,174.77,176.3
2026-05-25T19:53:23.584,2893,176.48,177.69,174.91,175.42
2026-05-25T19:53:24.013,2894,176.36,177.71,175.27,175.44
2026-05-25T19:53:24.154,2895,176.61,177.94,174.28,176.46
2026-05-25T19:53:24.259,2896,176.71,178.1,173.53,177.35
2026-05-25T19:53:24.357,2897,176.73,177.9,173.48,177.35
2026-05-25T19:53:24.471,2898,176.97,178.31,173.83,177.19
2026-05-25T19:53:24.596,2899,177.44,178.13,174.35,176.71
2026-05-25T19:53:24.701,2900,177.46,177.95,173.92,176.38
2026-05-25T19:53:24.819,2901,177.93,178.36,173.75,176.57
2026-05-25T19:53:24.919,2902,177.93,178.36,173.78,176.41
2026-05-25T19:53:25.036,2903,177.25,177.89,174.36,176.14
2026-05-25T19:53:25.156,2904,177.21,178.04,174.15,176.66
2026-05-25T19:53:25.262,2905,178.51,178.75,175.25,175.01
2026-05-25T19:53:25.373,2906,177.87,178.13,175.1,174.82
2026-05-25T19:53:25.498,2907,177.59,177.91,174.66,175.12
2026-05-25T19:53:25.608,2908,177.49,177.52,174.77,174.79
2026-05-25T19:53:25.719,2909,177.0,176.8,174.76,175.01
2026-05-25T19:53:25.820,2910,176.77,177.2,174.76,175.34
2026-05-25T19:53:25.922,2911,176.33,176.56,174.73,175.34
2026-05-25T19:53:26.015,2912,176.14,176.22,174.99,174.94
2026-05-25T19:53:26.115,2913,175.99,175.65,174.85,174.82
2026-05-25T19:53:26.219,2914,176.43,176.3,174.58,175.11
2026-05-25T19:53:26.445,2915,176.65,176.48,174.35,175.44
2026-05-25T19:53:26.574,2916,176.87,176.11,173.62,176.07
2026-05-25T19:53:26.673,2917,176.89,176.52,173.89,176.26
2026-05-25T19:53:26.773,2918,176.88,176.96,173.86,176.26
2026-05-25T19:53:26.881,2919,177.07,177.15,173.83,176.45
2026-05-25T19:53:27.025,2920,177.24,177.33,173.71,176.49
2026-05-25T19:53:27.252,2921,176.59,177.51,174.38,176.37
2026-05-25T19:53:28.399,2922,177.34,177.89,174.48,175.72
2026-05-25T19:53:28.660,2923,177.93,177.59,175.24,175.13
2026-05-25T19:53:28.887,2924,177.73,177.76,175.1,175.31
2026-05-25T19:53:29.297,2925,177.92,177.55,174.91,175.31
2026-05-25T19:53:29.405,2926,177.85,177.49,174.7,175.53
2026-05-25T19:53:29.527,2927,177.31,177.41,174.79,175.51
2026-05-25T19:53:29.701,2928,177.13,177.02,174.8,175.46
2026-05-25T19:53:29.817,2929,176.93,176.83,174.94,175.42
2026-05-25T19:53:29.974,2930,176.98,176.83,175.05,175.43
2026-05-25T19:53:30.114,2931,178.35,178.55,174.98,175.44
2026-05-25T19:53:30.328,2932,177.72,178.35,175.13,175.74
2026-05-25T19:53:30.499,2933,178.33,178.41,174.25,175.96
2026-05-25T19:53:30.791,2934,177.32,177.64,173.77,176.39
2026-05-25T19:53:30.917,2935,176.77,177.69,174.11,177.01
2026-05-25T19:53:31.031,2936,176.76,177.32,174.16,176.49
2026-05-25T19:53:31.135,2937,176.98,177.33,174.16,176.49
2026-05-25T19:53:31.242,2938,177.01,177.34,174.25,176.51
2026-05-25T19:53:31.353,2939,177.49,178.25,174.63,175.99
2026-05-25T19:53:31.452,2940,177.46,178.22,174.3,176.33
2026-05-25T19:53:31.565,2941,177.24,178.01,174.45,176.18
2026-05-25T19:53:31.669,2942,177.01,177.79,174.46,175.88
2026-05-25T19:53:31.763,2943,177.03,177.97,174.42,176.21
2026-05-25T19:53:31.876,2944,177.01,177.98,174.61,176.22
2026-05-25T19:53:32.087,2945,176.92,178.07,175.04,175.76
2026-05-25T19:53:32.193,2946,177.13,177.49,174.9,175.69
2026-05-25T19:53:32.288,2947,178.06,177.96,176.97,175.85
2026-05-25T19:53:32.386,2948,179.15,179.22,173.72,177.78
2026-05-25T19:53:32.490,2949,175.96,179.07,171.35,177.61
2026-05-25T19:53:32.584,2950,177.73,179.19,172.56,176.0
2026-05-25T19:53:32.687,2951,179.56,178.39,173.58,175.7
2026-05-25T19:53:32.783,2952,179.87,178.0,173.36,175.56
2026-05-25T19:53:32.898,2953,179.71,177.57,173.6,175.41
2026-05-25T19:53:32.991,2954,179.55,178.53,172.77,175.44
2026-05-25T19:53:33.090,2955,179.92,178.15,173.31,175.0
2026-05-25T19:53:33.199,2956,179.93,178.57,173.19,175.05
2026-05-25T19:53:33.314,2957,179.98,178.57,172.98,175.03
2026-05-25T19:53:33.406,2958,179.6,178.61,173.39,174.85
2026-05-25T19:53:33.574,2959,179.85,179.07,173.56,174.44
2026-05-25T19:53:33.741,2960,179.92,179.11,174.12,174.23
2026-05-25T19:53:33.969,2961,179.93,178.53,174.89,173.16
2026-05-25T19:53:34.080,2962,179.94,178.08,175.54,172.8
2026-05-25T19:53:34.174,2963,179.45,178.81,175.63,172.6
2026-05-25T19:53:34.285,2964,179.55,177.9,175.11,172.81
2026-05-25T19:53:34.390,2965,179.95,177.9,175.29,172.82
2026-05-25T19:53:34.485,2966,179.76,176.16,175.83,171.29
2026-05-25T19:53:34.593,2967,179.6,176.75,175.2,171.8
2026-05-25T19:53:34.683,2968,178.48,177.04,174.03,174.15
2026-05-25T19:53:34.795,2969,179.37,179.46,172.95,175.38
2026-05-25T19:53:34.887,2970,179.55,179.46,173.9,175.8
2026-05-25T19:53:34.974,2971,178.41,178.35,175.22,175.25
2026-05-25T19:53:35.090,2972,178.75,179.23,175.19,175.73
2026-05-25T19:53:35.185,2973,177.74,178.07,175.6,174.47
2026-05-25T19:53:35.394,2974,177.98,179.91,175.52,176.48
2026-05-25T19:53:35.494,2975,177.7,179.68,175.4,176.34
2026-05-25T19:53:35.588,2976,177.94,178.92,175.51,177.42
2026-05-25T19:53:35.713,2977,177.28,179.29,177.48,175.05
2026-05-25T19:53:35.809,2978,177.79,179.34,174.74,177.19
2026-05-25T19:53:35.894,2979,177.66,179.54,174.47,178.2
2026-05-25T19:53:35.981,2980,177.95,179.04,175.33,176.95
2026-05-25T19:53:36.127,2981,177.59,179.38,176.36,177.69
2026-05-25T19:53:36.232,2982,177.84,179.81,175.94,176.84
2026-05-25T19:53:36.354,2983,177.69,179.21,176.13,177.0
2026-05-25T19:53:36.495,2984,178.1,178.8,176.16,177.59
2026-05-25T19:53:36.614,2985,178.31,178.96,176.01,177.58
2026-05-25T19:53:36.718,2986,178.15,178.75,176.24,177.57
2026-05-25T19:53:36.815,2987,177.93,178.73,176.22,177.41
2026-05-25T19:53:36.909,2988,178.12,178.54,176.05,177.4
2026-05-25T19:53:37.011,2989,178.54,178.18,176.05,177.53
2026-05-25T19:53:37.123,2990,178.86,177.79,176.42,177.85
2026-05-25T19:53:37.228,2991,178.62,178.23,176.22,178.24
2026-05-25T19:53:37.317,2992,178.84,178.25,176.23,178.44
2026-05-25T19:53:37.426,2993,178.23,178.64,176.03,178.41
2026-05-25T19:53:37.524,2994,177.96,179.14,176.01,177.42
2026-05-25T19:53:37.632,2995,178.1,179.13,175.15,177.43
2026-05-25T19:53:37.744,2996,177.99,179.7,174.01,177.26
2026-05-25T19:53:37.869,2997,177.8,179.7,174.39,177.07
2026-05-25T19:53:37.969,2998,177.98,179.88,174.21,177.03
2026-05-25T19:53:38.068,2999,177.98,179.71,174.36,177.02
2026-05-25T19:53:38.177,3000,177.99,179.48,174.65,176.83
2026-05-25T19:53:38.295,3001,178.21,179.87,174.8,177.02
2026-05-25T19:53:38.392,3002,178.72,179.87,173.8,177.21
2026-05-25T19:53:38.487,3003,178.37,179.96,173.48,178.05
2026-05-25T19:53:38.593,3004,178.16,179.56,173.97,177.69
2026-05-25T19:53:38.693,3005,178.39,179.57,174.11,177.63
2026-05-25T19:53:38.793,3006,177.99,179.34,174.9,177.51
2026-05-25T19:53:38.893,3007,177.82,179.65,174.73,177.85
2026-05-25T19:53:39.022,3008,177.65,179.4,174.19,177.17
2026-05-25T19:53:39.157,3009,177.65,179.17,174.84,177.16
2026-05-25T19:53:39.267,3010,177.48,179.59,175.2,177.35
2026-05-25T19:53:39.372,3011,177.87,179.59,175.04,177.14
2026-05-25T19:53:39.473,3012,177.52,179.81,175.43,176.81
2026-05-25T19:53:39.580,3013,178.07,179.61,175.5,176.39
2026-05-25T19:53:39.689,3014,177.86,179.62,175.48,176.39
2026-05-25T19:53:39.792,3015,178.07,179.64,175.65,176.37
2026-05-25T19:53:39.929,3016,177.89,179.41,175.83,176.39
2026-05-25T19:53:40.026,3017,178.13,179.16,175.71,175.83
2026-05-25T19:53:40.131,3018,177.63,179.6,175.8,176.56
2026-05-25T19:53:40.231,3019,177.26,179.8,176.33,176.4
2026-05-25T19:53:40.333,3020,177.28,179.83,176.35,175.79
2026-05-25T19:53:40.433,3021,177.07,179.82,176.2,175.98
2026-05-25T19:53:40.554,3022,177.44,179.57,175.68,176.26
2026-05-25T19:53:40.662,3023,178.23,179.59,174.23,176.58
2026-05-25T19:53:40.785,3024,178.41,179.81,174.1,177.11
2026-05-25T19:53:40.915,3025,178.42,179.83,174.11,176.91
2026-05-25T19:53:41.025,3026,178.42,179.83,174.25,176.9
2026-05-25T19:53:41.240,3027,178.42,179.85,174.24,176.83
2026-05-25T19:53:41.351,3028,178.82,179.9,174.38,176.94
2026-05-25T19:53:41.518,3029,178.4,179.68,174.38,176.8
2026-05-25T19:53:41.610,3030,179.53,179.68,173.81,177.65
2026-05-25T19:53:41.709,3031,178.97,179.1,174.38,178.3
2026-05-25T19:53:41.815,3032,179.59,179.29,174.44,177.91
2026-05-25T19:53:41.922,3033,178.94,179.25,174.13,178.38
2026-05-25T19:53:42.032,3034,179.85,179.15,174.17,177.59
2026-05-25T19:53:42.144,3035,179.8,178.78,174.15,177.69
2026-05-25T19:53:42.263,3036,179.53,179.01,174.62,177.56
2026-05-25T19:53:42.356,3037,179.39,178.92,175.2,179.06
2026-05-25T19:53:42.483,3038,177.77,179.22,174.36,177.81
2026-05-25T19:53:42.590,3039,179.8,179.49,174.31,177.83
2026-05-25T19:53:42.716,3040,179.2,179.95,174.26,178.33
2026-05-25T19:53:42.861,3041,178.81,179.9,174.59,178.05
2026-05-25T19:53:42.977,3042,179.21,179.97,173.95,178.99
2026-05-25T19:53:43.090,3043,179.43,179.74,173.71,178.77
2026-05-25T19:53:43.320,3044,179.23,178.89,173.4,178.92
2026-05-25T19:53:43.443,3045,179.43,179.71,173.14,178.51
2026-05-25T19:53:43.562,3046,179.65,179.56,173.16,178.61
2026-05-25T19:53:43.661,3047,179.65,179.36,172.56,178.92
2026-05-25T19:53:43.785,3048,179.86,179.35,172.68,178.36
2026-05-25T19:53:43.899,3049,179.89,178.94,173.04,178.34
2026-05-25T19:53:44.003,3050,179.3,178.35,173.52,178.73
2026-05-25T19:53:44.123,3051,179.12,178.77,173.57,177.76
2026-05-25T19:53:44.241,3052,179.5,178.5,173.05,177.42
2026-05-25T19:53:44.345,3053,178.15,178.63,172.93,178.21
2026-05-25T19:53:44.448,3054,178.36,178.78,172.97,177.9
2026-05-25T19:53:44.586,3055,178.59,178.11,172.25,177.47
2026-05-25T19:53:44.701,3056,179.0,178.38,171.87,177.13
2026-05-25T19:53:44.815,3057,179.0,178.17,171.84,177.5
2026-05-25T19:53:44.924,3058,179.03,178.65,171.65,177.0
2026-05-25T19:53:45.043,3059,179.29,179.09,171.99,176.65
2026-05-25T19:53:45.148,3060,179.27,179.54,171.82,176.68
2026-05-25T19:53:45.274,3061,179.47,179.55,171.42,176.66
2026-05-25T19:53:45.395,3062,179.06,179.55,171.73,177.12
2026-05-25T19:53:45.688,3063,179.5,179.51,171.98,177.08
2026-05-25T19:53:45.786,3064,179.75,179.9,172.05,176.82
2026-05-25T19:53:45.906,3065,179.76,179.49,172.02,177.01
2026-05-25T19:53:46.006,3066,179.98,179.49,172.19,177.0
2026-05-25T19:53:46.118,3067,179.87,180.0,171.95,177.35
2026-05-25T19:53:46.227,3068,179.71,179.62,172.02,177.42
2026-05-25T19:53:46.373,3069,179.68,179.83,171.91,177.42
2026-05-25T19:53:46.478,3070,179.55,179.52,172.11,177.14
2026-05-25T19:53:46.580,3071,179.58,179.72,172.1,176.75
2026-05-25T19:53:46.676,3072,179.36,179.87,172.24,176.01
2026-05-25T19:53:46.785,3073,179.39,179.66,172.52,175.77
2026-05-25T19:53:46.903,3074,179.99,179.21,172.17,175.42
2026-05-25T19:53:46.996,3075,179.61,179.24,172.87,175.03
2026-05-25T19:53:47.092,3076,179.41,178.85,173.07,174.64
2026-05-25T19:53:47.208,3077,179.61,178.86,172.78,174.65
2026-05-25T19:53:47.317,3078,179.38,179.06,172.82,175.04
2026-05-25T19:53:48.178,3079,179.56,179.05,172.77,175.15
2026-05-25T19:53:48.281,3080,179.56,179.04,172.75,175.17
2026-05-25T19:53:48.494,3081,179.33,179.43,173.04,176.1
2026-05-25T19:53:48.616,3082,179.55,179.91,172.29,176.62
2026-05-25T19:53:48.730,3083,179.98,179.91,172.09,176.78
2026-05-25T19:53:48.835,3084,179.94,179.64,172.06,176.45
2026-05-25T19:53:48.965,3085,179.72,179.84,172.01,176.82
2026-05-25T19:53:49.071,3086,179.21,179.12,172.83,175.77
2026-05-25T19:53:49.193,3087,179.41,179.33,172.69,175.96
2026-05-25T19:53:49.296,3088,179.62,179.09,172.52,175.93
2026-05-25T19:53:49.398,3089,179.38,179.09,172.36,175.94
2026-05-25T19:53:49.510,3090,179.15,178.83,172.56,175.81
2026-05-25T19:53:49.627,3091,179.78,178.55,172.25,175.84
2026-05-25T19:53:49.835,3092,179.56,178.99,172.29,176.02
2026-05-25T19:53:50.022,3093,179.74,179.23,172.49,175.88
2026-05-25T19:53:50.130,3094,179.98,179.22,172.44,176.03
2026-05-25T19:53:50.231,3095,179.67,180.0,173.03,175.53
2026-05-25T19:53:50.316,3096,179.92,179.77,172.87,175.53
2026-05-25T19:53:50.422,3097,179.72,179.8,172.64,175.75
2026-05-25T19:53:50.529,3098,179.95,179.97,172.79,175.74
2026-05-25T19:53:50.632,3099,179.82,179.74,172.68,175.56
2026-05-25T19:53:50.782,3100,179.79,179.69,172.45,176.13
2026-05-25T19:53:50.892,3101,179.81,179.68,172.15,176.05
2026-05-25T19:53:51.047,3102,179.96,179.48,172.32,175.69
2026-05-25T19:53:51.154,3103,179.72,179.48,172.52,175.67
2026-05-25T19:53:51.256,3104,179.67,179.8,172.74,175.75
2026-05-25T19:53:51.374,3105,179.67,179.8,172.79,175.75
2026-05-25T19:53:51.478,3106,179.67,179.97,172.93,175.75
2026-05-25T19:53:51.607,3107,179.92,179.94,173.3,175.77
2026-05-25T19:53:51.793,3108,176.99,178.19,171.15,177.42
2026-05-25T19:53:51.910,3109,179.89,179.16,175.15,176.6
2026-05-25T19:53:52.027,3110,178.95,179.41,175.5,176.32
2026-05-25T19:53:52.145,3111,179.29,179.04,174.61,177.71
2026-05-25T19:53:52.262,3112,179.0,177.69,173.89,179.08
2026-05-25T19:53:52.370,3113,178.88,177.39,173.78,178.79
2026-05-25T19:53:52.482,3114,179.11,177.99,173.59,178.38
2026-05-25T19:53:52.595,3115,179.1,178.28,173.66,177.86
2026-05-25T19:53:52.822,3116,178.13,179.69,174.94,175.66
2026-05-25T19:53:52.961,3117,177.97,178.7,175.03,174.7
2026-05-25T19:53:53.072,3118,178.35,178.92,174.5,175.21
2026-05-25T19:53:53.203,3119,178.11,179.31,174.16,175.77
2026-05-25T19:53:53.324,3120,178.32,179.12,173.87,175.43
2026-05-25T19:53:53.483,3121,177.91,179.32,174.18,175.66
2026-05-25T19:53:53.609,3122,178.78,179.73,173.87,175.75
2026-05-25T19:53:53.865,3123,179.33,179.85,173.04,176.31
2026-05-25T19:53:53.984,3124,176.58,179.88,170.76,176.57
2026-05-25T19:53:54.166,3125,177.1,179.78,171.65,176.61
2026-05-25T19:53:54.370,3126,177.72,179.98,172.22,176.68
2026-05-25T19:53:54.649,3127,177.84,179.28,171.29,177.69
2026-05-25T19:53:54.836,3128,176.8,179.29,170.24,177.89
2026-05-25T19:53:54.979,3129,177.69,179.15,171.78,177.66
2026-05-25T19:53:55.095,3130,177.9,180.0,171.59,177.47
2026-05-25T19:53:55.198,3131,178.76,179.97,172.33,177.65
2026-05-25T19:53:55.328,3132,179.99,179.81,173.45,177.67
2026-05-25T19:53:55.533,3133,179.6,180.0,174.15,177.32
2026-05-25T19:53:55.634,3134,179.99,179.87,173.85,177.84
2026-05-25T19:53:55.828,3135,179.19,179.14,174.67,177.1
2026-05-25T19:53:55.940,3136,178.81,179.37,175.04,177.09
2026-05-25T19:53:56.055,3137,179.12,179.23,175.41,176.52
2026-05-25T19:53:56.161,3138,178.69,178.85,175.67,175.82
2026-05-25T19:53:56.265,3139,178.88,178.43,175.45,175.62
2026-05-25T19:53:56.380,3140,178.26,178.01,175.86,175.44
2026-05-25T19:53:56.483,3141,178.49,177.81,175.76,175.03
2026-05-25T19:53:56.698,3142,178.5,178.01,175.42,175.56
2026-05-25T19:53:56.914,3143,178.26,177.55,175.24,175.55
2026-05-25T19:53:57.042,3144,177.48,177.01,174.98,175.96
2026-05-25T19:53:57.207,3145,177.83,177.53,175.5,175.74
2026-05-25T19:53:57.307,3146,177.28,177.46,174.83,176.14
2026-05-25T19:53:57.413,3147,177.47,177.45,174.82,175.8
2026-05-25T19:53:57.523,3148,177.08,177.26,175.24,175.45
2026-05-25T19:53:57.639,3149,177.1,177.27,175.47,175.62
2026-05-25T19:53:57.768,3150,177.11,177.08,175.46,175.26
2026-05-25T19:53:57.855,3151,177.54,177.08,175.31,175.26
2026-05-25T19:53:57.950,3152,177.83,177.53,175.35,175.61
2026-05-25T19:53:58.072,3153,177.83,177.76,175.54,175.46
2026-05-25T19:53:58.195,3154,176.91,177.5,176.26,175.5
2026-05-25T19:53:58.288,3155,177.09,177.45,175.67,175.66
2026-05-25T19:53:58.385,3156,177.09,177.46,175.64,175.48
2026-05-25T19:53:58.498,3157,177.09,177.69,175.64,175.47
2026-05-25T19:53:58.599,3158,177.42,177.72,175.73,175.4
2026-05-25T19:53:58.698,3159,177.42,177.75,176.03,175.23
2026-05-25T19:53:58.837,3160,177.63,178.13,175.63,175.6
2026-05-25T19:53:58.979,3161,177.37,177.49,175.89,175.26
2026-05-25T19:53:59.068,3162,177.49,177.49,175.85,175.15
2026-05-25T19:53:59.373,3163,177.69,177.9,175.68,175.34
2026-05-25T19:53:59.489,3164,178.03,179.11,174.36,177.21
2026-05-25T19:53:59.592,3165,179.37,179.39,174.88,176.64
2026-05-25T19:53:59.691,3166,178.86,179.65,171.39,176.63
2026-05-25T19:53:59.791,3167,176.55,179.72,168.81,176.82
2026-05-25T19:53:59.912,3168,178.7,178.77,169.79,176.52
2026-05-25T19:54:00.012,3169,179.07,178.8,170.21,176.13
2026-05-25T19:54:00.137,3170,178.33,179.97,170.31,175.92
2026-05-25T19:54:00.246,3171,179.36,178.85,171.18,175.15
2026-05-25T19:54:00.370,3172,179.8,179.48,171.75,175.72
2026-05-25T19:54:00.476,3173,179.99,179.48,171.72,175.71
2026-05-25T19:54:00.617,3174,179.8,178.97,171.28,176.09
2026-05-25T19:54:00.751,3175,179.96,178.74,171.32,176.1
2026-05-25T19:54:00.876,3176,179.73,179.17,170.48,177.01
2026-05-25T19:54:01.060,3177,179.75,179.01,170.86,176.62
2026-05-25T19:54:01.166,3178,179.78,178.61,171.06,176.22
2026-05-25T19:54:01.268,3179,179.79,178.84,171.06,176.22
2026-05-25T19:54:01.376,3180,179.76,178.85,171.24,176.38
2026-05-25T19:54:01.500,3181,179.77,179.08,171.77,176.2
2026-05-25T19:54:01.629,3182,179.84,179.36,172.08,175.79
2026-05-25T19:54:01.832,3183,179.62,178.96,172.17,175.58
2026-05-25T19:54:01.954,3184,179.69,179.19,172.45,175.93
2026-05-25T19:54:02.099,3185,179.56,178.99,172.83,175.55
2026-05-25T19:54:02.290,3186,179.33,178.79,173.45,175.18
2026-05-25T19:54:02.421,3187,179.29,178.56,173.18,175.19
2026-05-25T19:54:02.543,3188,179.05,178.29,173.26,175.03
2026-05-25T19:54:02.652,3189,179.05,177.85,173.28,174.65
2026-05-25T19:54:02.766,3190,179.04,177.65,173.52,174.44
2026-05-25T19:54:02.887,3191,178.79,177.84,173.73,174.65
2026-05-25T19:54:02.985,3192,178.79,177.84,173.73,174.65
2026-05-25T19:54:03.140,3193,178.71,178.16,173.31,175.51
2026-05-25T19:54:03.271,3194,178.91,178.6,172.96,175.7
2026-05-25T19:54:03.400,3195,179.35,178.15,172.59,175.49
2026-05-25T19:54:03.512,3196,178.7,178.14,173.2,175.52
2026-05-25T19:54:03.612,3197,178.7,178.15,173.18,175.52
2026-05-25T19:54:03.704,3198,178.95,178.39,173.16,175.52
2026-05-25T19:54:03.808,3199,179.13,178.8,172.25,176.28
2026-05-25T19:54:03.903,3200,178.96,178.39,172.62,175.86
2026-05-25T19:54:03.992,3201,179.42,178.82,172.66,176.07
2026-05-25T19:54:04.084,3202,179.49,178.89,173.04,175.63
2026-05-25T19:54:04.233,3203,179.25,178.45,172.84,175.24
2026-05-25T19:54:04.347,3204,179.66,178.65,172.41,175.63
2026-05-25T19:54:04.467,3205,179.42,178.42,172.01,175.98
2026-05-25T19:54:04.585,3206,179.06,178.24,172.85,175.4
2026-05-25T19:54:04.706,3207,179.17,178.13,172.03,175.99
2026-05-25T19:54:04.828,3208,179.14,178.56,171.98,176.32
2026-05-25T19:54:04.950,3209,179.4,179.06,172.32,176.1
2026-05-25T19:54:05.069,3210,179.2,179.09,172.69,175.72
2026-05-25T19:54:05.180,3211,179.68,179.09,172.68,175.72
2026-05-25T19:54:05.294,3212,179.13,178.96,172.47,176.35
2026-05-25T19:54:05.402,3213,179.15,178.99,172.47,176.14
2026-05-25T19:54:05.496,3214,179.13,178.98,172.47,176.14
2026-05-25T19:54:05.617,3215,179.41,179.3,172.67,175.56
2026-05-25T19:54:05.714,3216,179.21,179.29,173.07,175.59
2026-05-25T19:54:05.822,3217,179.84,179.3,172.5,175.76
2026-05-25T19:54:05.925,3218,179.92,179.77,172.67,176.13
2026-05-25T19:54:06.041,3219,179.48,180.0,173.07,176.13
2026-05-25T19:54:06.153,3220,179.67,179.36,172.86,175.37
2026-05-25T19:54:06.256,3221,179.68,179.36,172.98,175.36
2026-05-25T19:54:06.372,3222,179.89,179.36,173.15,175.36
2026-05-25T19:54:06.482,3223,179.9,179.36,172.71,175.36
2026-05-25T19:54:06.577,3224,179.68,179.56,172.85,175.76
2026-05-25T19:54:06.672,3225,179.43,179.12,172.85,175.38
2026-05-25T19:54:06.790,3226,179.43,179.12,172.85,175.38
2026-05-25T19:54:06.904,3227,179.44,179.12,172.85,175.37
2026-05-25T19:54:07.007,3228,179.9,179.3,173.37,174.44
2026-05-25T19:54:07.279,3229,179.6,178.61,173.36,174.23
2026-05-25T19:54:07.634,3230,179.86,179.05,173.52,174.43
2026-05-25T19:54:08.129,3231,171.68,178.86,167.52,176.56
2026-05-25T19:54:09.007,3232,179.41,178.87,174.28,174.84
2026-05-25T19:54:09.308,3233,177.25,179.99,175.31,175.79
2026-05-25T19:54:09.414,3234,177.73,178.12,175.63,175.52
2026-05-25T19:54:09.697,3235,177.13,178.81,175.96,175.29
2026-05-25T19:54:09.825,3236,176.89,178.84,176.09,175.27
2026-05-25T19:54:09.975,3237,177.42,178.89,176.3,174.96
2026-05-25T19:54:10.196,3238,177.84,179.14,175.54,174.75
2026-05-25T19:54:10.310,3239,177.18,177.44,176.83,172.83
2026-05-25T19:54:10.428,3240,176.61,178.16,178.36,172.55
2026-05-25T19:54:10.571,3241,175.34,177.92,179.13,174.0
2026-05-25T19:54:10.941,3242,174.87,177.89,179.11,173.77
2026-05-25T19:54:11.208,3243,175.99,179.87,178.34,176.08
2026-05-25T19:54:11.313,3244,175.54,177.77,177.9,176.31
2026-05-25T19:54:11.434,3245,175.34,176.92,177.8,175.74
2026-05-25T19:54:11.548,3246,175.16,176.88,177.87,175.86
2026-05-25T19:54:11.651,3247,176.56,177.75,176.51,176.49
2026-05-25T19:54:11.752,3248,177.63,179.02,176.73,175.83
2026-05-25T19:54:11.867,3249,179.29,179.84,175.16,176.59
2026-05-25T19:54:11.962,3250,178.83,179.16,175.17,176.32
2026-05-25T19:54:12.079,3251,179.33,178.95,175.43,176.53
2026-05-25T19:54:12.189,3252,179.49,178.96,174.26,176.14
2026-05-25T19:54:12.305,3253,178.99,179.15,174.33,175.42
2026-05-25T19:54:12.419,3254,179.54,178.76,174.81,175.15
2026-05-25T19:54:12.532,3255,179.4,179.76,174.04,176.38
2026-05-25T19:54:12.634,3256,179.57,179.95,173.22,177.16
2026-05-25T19:54:12.744,3257,179.89,179.73,173.71,176.69
2026-05-25T19:54:12.843,3258,179.96,179.45,174.2,175.92
2026-05-25T19:54:12.952,3259,179.29,179.89,173.94,176.11
2026-05-25T19:54:13.084,3260,179.89,179.6,174.53,175.3
2026-05-25T19:54:13.234,3261,179.91,179.56,174.33,175.66
2026-05-25T19:54:13.434,3262,179.66,179.33,174.62,176.02
2026-05-25T19:54:13.534,3263,179.66,179.33,174.59,176.17
2026-05-25T19:54:13.644,3264,179.43,179.1,174.76,176.33
2026-05-25T19:54:13.768,3265,179.62,178.87,174.54,176.33
2026-05-25T19:54:13.877,3266,179.43,178.43,174.91,176.13
